strIngredient13,strMeasure8,strMeasure11,strMeasure12,strDrinkThumb,strCreativeCommonsConfirmed,strIngredient5,strIngredient6,strVideo,strImageSource,strInstructionsFR,strMeasure9,strDrink,strIngredient8,strIngredient12,strInstructionsIT,idDrink,strMeasure3,strInstructionsDE,strIngredient1,strInstructionsES,strMeasure4,strIngredient9,strInstructionsZH-HANT,strMeasure1,strMeasure15,strIngredient10,strGlass,strDrinkAlternate,strMeasure10,strMeasure6,strIngredient7,strImageAttribution,strIngredient3,strMeasure2,strTags,strInstructions,strCategory,strInstructionsZH-HANS,dateModified,strMeasure14,strIngredient14,strAlcoholic,strIngredient11,strMeasure13,strIBA,strMeasure5,strIngredient2,strIngredient15,strMeasure7,strIngredient4
,,,,https://www.thecocktaildb.com/images/media/drink/smb2oe1582479072.jpg,Yes,,,,,Verser tous les ingrédients dans un verre highball presque rempli de glaçons. Bien mélanger.,,Abilene,,,Versare tutti gli ingredienti in un bicchiere highball riempito di cubetti di ghiaccio. Mescolare bene.,17835,3 oz ,Alle Zutaten in ein fast mit Eiswürfeln gefülltes Longdrinkglas füllen. Gut umrühren.,Dark rum,Vierta todos los ingredientes en un vaso highball casi lleno de cubitos de hielo. Remover bien.,,,,1 1/2 oz ,,,Highball glass,,,,,,Orange juice,2 oz ,,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,Ordinary Drink,,2016-04-29 09:44:25,,,Alcoholic,,,,,Peach nectar,,,
,,,,https://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,No,,,,,Secouer tous les ingrédients et filtrer dans un verre froid.,,Addison,,,Shakerare insieme tutti gli ingredienti e filtrare in un bicchiere freddo.,17228,,Alle Zutaten vermengen und in ein kaltes Glas abseihen.,Gin,Agite todos los ingredientes y cuélelos en un vaso frío.,,,,1 1/2 shot ,,,Martini Glass,,,,,,,1 1/2 shot ,,Shake together all the ingredients and strain into a cold glass.,Cocktail,,2017-09-07 22:38:20,,,Alcoholic,,,,,Vermouth,,,
,,,,https://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,No,,,,,"Dans un shaker à moitié rempli de glaçons, mélanger tous les ingrédients. Bien agiter. Filtrer dans un verre à cocktail.",,Almeria,,,"In uno shaker riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti.Agitare bene.Filtrare in un bicchiere da cocktail.",11023,1 ,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut schütteln. In ein Cocktailglas abseihen.",Dark rum,"En una coctelera llena hasta la mitad con cubitos de hielo, mezcle todos los ingredientes. Agitar bien. Colar en una copa de cóctel.",,,,2 oz ,,,Cocktail glass,,,,,,Egg white,1 oz ,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Ordinary Drink,,2017-01-02 20:16:21,,,Alcoholic,,,,,Kahlua,,,
,,,,https://www.thecocktaildb.com/images/media/drink/il9e0r1582478841.jpg,Yes,Egg white,Mint,,,Mélanger et secouer tous les ingrédients (sauf la menthe) avec de la glace et filtrer dans un verre à l'ancienne sur des glaçons. Ajouter le brin de menthe et servir.,,Acapulco,,,Unire e scuotere tutti gli ingredienti (tranne la menta) con ghiaccio e filtrare in un bicchiere vecchio stile su cubetti di ghiaccio.Aggiungere il rametto di menta e servire.,17836,1 tblsp ,Alle Zutaten (außer Minze) mit Eis mischen und schütteln und in ein old-fashioned Glas über Eiswürfel abseihen. Den Minzzweig dazugeben und servieren.,Light rum,Mezclar y agitar todos los ingredientes (excepto la menta) con hielo y colar en un vaso old-fashioned sobre cubitos de hielo. Añada la ramita de menta y sirva.,1 tsp ,,,1 1/2 oz ,,,Old-fashioned glass,,,1 ,,,Lime juice,1 1/2 tsp ,,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,Ordinary Drink,,2016-09-02 11:26:16,,,Alcoholic,,,,1 ,Triple sec,,,Sugar
,,,,https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,Yes,,,,,"Dans un verre à mélange à moitié rempli de glaçons, mélanger tous les ingrédients. Bien mélanger. Filtrer dans un verre à cocktail.",,Affinity,,,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti. Filtrare in un bicchiere da cocktail. Mescolare bene.",17840,1 oz ,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",Scotch,"En un vaso mezclador lleno hasta la mitad con cubitos de hielo, mezcle todos los ingredientes. Remover bien. Colar en una copa de cóctel.",2 dashes ,,,1 1/2 oz ,,,Cocktail glass,,,,,,Dry Vermouth,1 oz ,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Ordinary Drink,,2017-09-07 21:44:05,,,Alcoholic,,,,,Sweet Vermouth,,,Orange bitters
,,,,https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,No,,,,,"Secouer tous les ingrédients avec de la glace, filtrer dans un verre à cocktail et servir.",,Applecar,,,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",11046,1 oz ,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",Applejack,"Agitar todos los ingredientes con hielo, colar en una copa de cóctel y servir.",,,,1 oz ,,,Cocktail glass,,,,,,Lemon juice,1 oz ,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,,2017-09-02 23:02:44,,,Alcoholic,,,,,Triple sec,,,
,,,,https://www.thecocktaildb.com/images/media/drink/trbplb1606855233.jpg,Yes,,,https://www.youtube.com/watch?v=oOHH0GGglyM,https://www.flickr.com/photos/mstyne/27859363080/in/dateposted/,Ajouter tous les ingrédients dans un shaker rempli de glace. Bien agiter et filtrer dans un verre à cocktail. Garnir d'une cerise.,,Aviation,,,"Aggiungi tutti gli ingredienti in uno shaker pieno di ghiaccio.
Shakerare bene e filtrare in una coppetta da cocktail.
Guarnire con una ciliegia.",17180,1.5 cl,Alle Zutaten in den mit Eis gefüllten Cocktailshaker geben. Gut schütteln und in ein Cocktailglas abseihen. Mit einer Kirsche garnieren.,Gin,Añada todos los ingredientes en una coctelera llena de hielo. Agitar bien y colar en una copa de cóctel. Decorar con una cereza.,,,,4.5 cl,,,Cocktail glass,,,,,Michael Styne https://www.flickr.com/photos/mstyne/,maraschino liqueur,1.5 cl,"IBA,Classic",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Cocktail,,2016-11-04 09:55:28,,,Alcoholic,,,Unforgettables,,lemon juice,,,
,,,,https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,No,Fruit,Ice,,,"Ajoutez de la glace dans le mixeur (ou dans le verre si vous le préférez avec des glaçons), puis les fruits et le jus de fruits selon vos préférences, puis ajoutez le rhum, la vodka, la tequila et le triple sec. mixez jusqu'à obtention d'un mélange homogène.",,Adam Bomb,Fruit juice,,"Aggiungere il ghiaccio al frullatore (o al bicchiere se si preferisce con ghiaccio) poi la frutta e il succo di frutta a seconda delle preferenze personali, quindi aggiungere il rum, la vodka, la tequila e il triple sec.
Frullare fino a che non diventa liscio, riempire l'orlo del bicchiere con zucchero o sale, e versare il composto.
Guarnire con una fetta di limone o lime.",16333,1 part ,"Eis in den Mixer (oder in ein Glas, wenn Sie lieber On the Rocks bevorzugen), dann Obst und Fruchtsaft je nach persönlicher Vorliebe, dann Rum, Wodka, Tequila und Triple Sec. zugeben, bis sie glattflächig sind, Glas mit Zucker oder Salz einrühren und die Mischung hineingeben. Mit Zitronen- oder Limonenscheibe garnieren.",Rum,"Añada hielo a la batidora (o al vaso si lo prefiere con hielo), a continuación la fruta y el zumo de fruta, según prefiera, y después añada el ron, el vodka, el tequila y el triple sec.",1/2 part ,,,1 part ,,,Margarita/Coupette glass,,,,Salt,,Tequila,1 part ,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",Punch / Party Drink,,2016-02-03 15:23:36,,,Alcoholic,,,,,Vodka,,1-3 pint ,Triple sec
,,,,https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,No,,,,,Mélanger les deux vermouths dans un shaker et filtrer dans un verre froid. Compléter avec un filet d'eau gazeuse.,,Addington,,,Rabboccare con l'acqua di seltz.Mescolare entrambi i vermut in uno shaker e filtrare in un bicchiere freddo.,17227,"Top up with
",Mischen Sie beide Wermutarten in einem Shaker und sieben Sie sie in ein kaltes Glas. Mit einem Spritzer Sodawasser auffüllen.,Sweet Vermouth,Mezcle ambos vermuts en una coctelera y cuélelos en un vaso frío. Completar con un chorrito de soda.,,,,2 shots ,,,Cocktail glass,,,,,,Soda Water,1 shot ,,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Cocktail,,2017-09-07 22:15:25,,,Alcoholic,,,,,Dry Vermouth,,,
,,,,https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,No,,,,,"Versez la vodka et la crème sur des glaçons dans un grand verre et remplissez-le de jus de fruit. Pour que le verre soit bien rempli, ajoutez de la grenadine et du sucre sur le dessus du verre.",,After sex,,,"Versare la vodka e la crema su alcuni cubetti di ghiaccio in un bicchiere alto e riempire di succo.
Per renderlo bello, versare nella parte superiore del bicchiere un po’ di granatina e nei bordi mettere un po’ di zucchero",15182,,"Gießen Sie den Wodka und die Sahne über einige Eiswürfel in ein hohes Glas und füllen Sie ihn mit Saft. Damit es voll ist, verzieren Sie die Oberseite des Glases mit einer Grenadine und Zucker.",Vodka,"Vierta el vodka y la nata sobre unos cubitos de hielo en un vaso alto y llénelo de zumo. para que esté más lleno, cubra el vaso con granadina y azúcar.",,,,2 cl ,,,Highball glass,,,,,,Orange juice,1 cl ,,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,Ordinary Drink,,2017-04-24 22:18:22,,,Alcoholic,,,,,Creme de Banane,,,
,,,,https://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,No,,,,,Mélanger. Servir sur des glaçons.,,Afterglow,,,Servire con ghiaccio.Mescolare.,12560,4 parts ,Mischen. Auf Eis servieren.,Grenadine,Mezclar. Servir con hielo.,,,,1 part ,,,Highball Glass,,,,,,Pineapple juice,4 parts ,,Mix. Serve over ice.,Cocktail,,2016-07-18 22:07:32,,,Non alcoholic,,,,,Orange juice,,,
,,,,https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,No,Cream,,,,"Verser dans un verre adapté, sans glace. Ajouter de la crème sur le dessus si vous le souhaitez. Servir directement.",,Afternoon,,,"Incorpora un bicchiere adatto, senza ghiaccio.
Crema in cima se lo si desidera.
Servito direttamente.",13162,1 1/2 ,"In ein passendes Glas geben, ohne Eis. Auf Wunsch mit Sahne überziehen. Direkt serviert.",Kahlua,"Servir en un vaso adecuado, sin hielo. Póngale nata por encima si lo desea. Se sirve directamente.",4 cl hot ,,,1 cl ,,,Collins Glass,,,,,,Frangelico,1 cl ,,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",Coffee / Tea,,2016-08-31 19:22:57,,,Alcoholic,,,,,Baileys irish cream,,,Coffee
,,,,https://www.thecocktaildb.com/images/media/drink/0clus51606772388.jpg,Yes,,,https://www.youtube.com/watch?v=qEhRK_v2w2g,https://www.pxfuel.com/en/free-photo-expqp,Secouer tous les ingrédients avec de la glace et filtrer le contenu dans un verre à cocktail. Saupoudrer de noix de muscade et servir.,,Alexander,,,Shakerare tutti gli ingredienti con ghiaccio e filtrare il contenuto in un bicchiere da cocktail. Cospargere di noce moscata e servire.,11014,2 oz ,Alle Zutaten mit Eis schütteln und in ein Cocktailglas abseihen. Muskatnuss darüber streuen und servieren.,Gin,Agite todos los ingredientes con hielo y cuele el contenido en una copa de cóctel. Espolvorear nuez moscada por encima y servir.,,,,1/2 oz ,,,Cocktail glass,,,,,pxfuel.com,Light cream,1/2 oz white ,"IBA,Classic,Dairy",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Ordinary Drink,,2016-11-04 09:50:39,,,Alcoholic,,,Unforgettables,,Creme de Cacao,,,Nutmeg
,,,,https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,No,,,,,"Mélanger et secouer tous les ingrédients avec de la glace, filtrer le contenu dans un verre à cocktail et servir.",,Algonquin,,,"Unire e scuotere tutti gli ingredienti con ghiaccio, filtrare il contenuto in una coppetta da cocktail e servire.",11020,1 oz ,"Alle Zutaten mit Eis mischen und schütteln, Inhalt in ein Cocktailglas abseihen und servieren.",Blended whiskey,"Mezclar y agitar todos los ingredientes con hielo, colar el contenido en una copa de cóctel y servir.",,,,1 1/2 oz ,,,Cocktail glass,,,,,,Pineapple juice,1 oz ,,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",Ordinary Drink,,2017-01-02 20:11:13,,,Alcoholic,,,,,Dry Vermouth,,,
,,,,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,No,Lemon peel,,,,Secouer tous les ingrédients (sauf le zeste de citron) avec de la glace et filtrer dans un verre à cocktail. Ajoutez le zeste de citron et servez.,,Allegheny,,,Shakerare tutti gli ingredienti (tranne la buccia di limone) con ghiaccio e filtrare in una coppetta da cocktail.Completare con la scorza di limone e servire.,11021,1 1/2 tsp ,Alle Zutaten (außer Zitronenschale) mit Eis schütteln und in ein Cocktailglas abseihen. Mit der Drehung der Zitronenschale garnieren und servieren.,Dry Vermouth,Agitar todos los ingredientes (excepto la piel de limón) con hielo y colar en una copa de cóctel. Añadir el twist de piel de limón y servir.,1 1/2 tsp ,,,1 oz ,,,Cocktail glass,,,,,,Blackberry brandy,1 oz ,,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Ordinary Drink,,2017-01-02 20:12:14,,,Alcoholic,,,,1 twist of ,Bourbon,,,Lemon juice
,,,,https://www.thecocktaildb.com/images/media/drink/709s6m1613655124.jpg,Yes,,,https://www.youtube.com/watch?v=TmeUJ2g3ogM,https://commons.wikimedia.org/wiki/File:Martini_Americano.jpg,"Verser le Campari et le vermouth sur de la glace dans un verre, ajouter un filet d'eau gazeuse et décorer avec une demi-tranche d'orange.",,Americano,,,"Versare Campari e vermut su ghiaccio in un bicchiere, aggiungere un goccio di acqua di seltz e guarnire con mezza fetta d'arancia.",15941,Twist of ,"Den Campari und den Wermut über Eis in ein Glas gießen, einen Spritzer Sodawasser hinzufügen und mit einer halben Orangenscheibe garnieren.",Campari,"Vierta el Campari y el vermut sobre hielo en un vaso, añada un chorrito de soda y decore con media rodaja de naranja.",Twist of ,,,1 oz ,,,Collins glass,,,,,Author - Cher37 https://commons.wikimedia.org/wiki/File:Martini_Americano.jpg,Lemon peel,1 oz red ,"IBA,Classic","Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",Ordinary Drink,,2016-11-04 09:52:06,,,Alcoholic,,,Unforgettables,,Sweet Vermouth,,,Orange peel
,,,,https://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,No,,,,,"Ajouter tous les ingrédients dans un verre à mélange, refroidir et filtrer dans un verre à cocktail.",,Applejack,,,"Aggiungere tutti gli ingredienti nel mixing glass, raffreddare e filtrare in una coppetta da cocktail",16311,2 oz ,"Alle Zutaten in das Mischglas geben, kühlen und in das Cocktailglas abseihen.",Jack Daniels,"Añadir todos los ingredientes en el vaso mezclador, enfriar y colar en una copa de cóctel",,,,1 oz ,,,Cocktail glass,,,,,,Sour mix,1/2 oz ,,"Add all ingredients into mixing glass, chill and strain into cocktail glass",Cocktail,,2016-11-15 11:24:22,,,Alcoholic,,,,,Midori melon liqueur,,,
,,,,https://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,No,,,,,"Mélanger tous les ingrédients avec de la glace, filtrer dans un verre à cocktail et servir.",,Artillery,,,"Mescolare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",11055,2 dashes ,"Alle Zutaten mit Eis verrühren, in ein Cocktailglas abseihen und servieren.",Sweet Vermouth,"Remover todos los ingredientes con hielo, colar en una copa de cóctel y servir.",,,,1 1/2 tsp ,,,Cocktail glass,,,,,,Bitters,1 1/2 oz ,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,,2017-04-24 22:02:27,,,Alcoholic,,,,,Gin,,,
,,,,https://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,No,,,,,"Mélanger et remplir d'eau gazeuse. A boire par les Finlandais lors d'une journée ensoleillée, à n'importe quel moment de l'année et de la journée.",,Autodafé,,,Mescolare e riempire con acqua di seltz. Bevuto dai finlandesi in una giornata di sole in qualsiasi momento dell'anno e del giorno.,12756,,Mischen und mit Sodawasser auffüllen. Getrunken von Finnen an einem sonnigen Tag zu jeder Jahreszeit und an jedem Tag.,Vodka,Mezclar y rellenar con agua con gas. Bebido por finlandeses en un día soleado en cualquier época del año y día.,,,,4 cl ,,,Highball glass,,,,,,Soda water,1 dash ,,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,Ordinary Drink,,2017-02-20 15:02:08,,,Alcoholic,,,,,Lime juice,,,
,,,,https://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,No,,,,,"Mélanger dans un verre highball avec de la glace, bien secouer.",,Avalanche,,,"Mescolare in un bicchiere highball con ghiaccio, agitare bene.",16419,Fill with ,"In Highball-Glas über Eis mischen, gut schütteln.",Crown Royal,Mezclar en un vaso highball con hielo y agitar bien.,,,,1 shot ,,,Highball glass,,,,,,Cream,1 shot ,,"Mix in highball glass over ice, shake well.",Shake,,2016-09-01 09:56:05,,,Alcoholic,,,,,Kahlua,,,
,,,,https://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,No,,,,,Secouer tous les ingrédients et filtrer dans un verre froid.,,Adam & Eve,,,Shakerare insieme tutti gli ingredienti e filtrare in un bicchiere freddo.,17226,1 shot ,Alle Zutaten vermengen und in ein kaltes Glas abseihen.,Gin,Agite todos los ingredientes y cuélelos en un vaso frío.,1/8 shot ,,,1 shot ,,,Cocktail glass,,,,,,Creme de Cassis,1 shot ,,Shake together all the ingredients and strain into a cold glass.,Cocktail,,2017-09-07 22:17:58,,,Alcoholic,,,,,Cognac,,,Fresh Lemon Juice
